DEPT,GR,NPHI,RDEEP,RHOB
2015.0328,80.61769104,0.403112918,3.533321142,2.303999901
2015.1852,82.02285767,0.40195778,3.392003536,2.319000006
2015.3376,81.33101654,0.427233279,2.964923382,2.315999985
2015.49,78.15592194,0.418480456,2.810856104,2.282000065
2015.6424,75.3709259,0.448584914,2.76022172,2.200999975
2015.7948,71.19889832,0.460179746,2.579924583,2.15899992
2015.9472,74.80225372,0.442643583,2.361318588,2.130000114
2016.0996,75.67184448,0.46138984,2.411304474,2.15899992
2016.252,78.74607849,0.454457432,2.552438259,2.194999933
2016.4044,76.16822052,0.485159189,2.67636776,2.257999897
2016.5568,77.95720673,0.467126042,2.776473045,2.282999992
2016.7092,78.1531601,0.437065631,3.0740695,2.302000046
2016.8616,79.7089386,0.406210095,3.024306297,2.313999891
2017.014,76.19358063,0.376054525,2.929144621,2.313999891
2017.1664,72.95658112,0.374647945,3.010155439,2.306999922
2017.3188,70.27233887,0.361914992,3.070429087,2.301000118
2017.4712,69.95240021,0.39597863,3.13015008,2.312000036
2017.6236,69.96409607,0.411820084,3.188561916,2.292000055
2017.776,64.09973908,0.40437302,3.33442235,2.263000011
2017.9284,61.1747818,0.372585952,3.614440918,2.224999905
2018.0808,59.62750626,0.34744072,3.727060795,2.221999884
2018.2332,63.61610031,0.360681355,3.673676729,2.253999949
2018.3856,67.43499756,0.413844973,3.595578432,2.295000076
2018.538,72.41989136,0.420916021,3.563382626,2.316999912
2018.6904,77.93212128,0.464574486,3.490107536,2.312000036
2018.8428,78.88690186,0.41321218,3.502883196,2.311000109
2018.9952,76.07492828,0.433097869,3.690696716,2.323999882
2019.1476,72.84503937,0.417723596,4.052828789,2.28399992
2019.3,67.8578949,0.434199721,4.41353178,2.234999895
2019.4524,61.0785141,0.405486614,4.89602232,2.201999903
2019.6048,55.23373795,0.360901088,6.219179153,2.197999954
2019.7572,50.44706726,0.336783648,12.87932777,2.193000078
2019.9096,51.98081589,0.331306458,31.08205795,2.193000078
2020.062,51.12926483,0.333182842,33.49464798,2.187000036
2020.2144,49.21207809,0.343908548,31.48575211,2.180999994
2020.3668,48.31602478,0.368913502,27.55068207,2.190999985
2020.5192,47.36214447,0.36033991,20.11397934,2.207999945
2020.6716,50.96057129,0.357379586,13.92167473,2.207000017
2020.824,48.02196503,0.318134904,11.70872402,2.197000027
2020.9764,47.54302597,0.324467301,10.70016384,2.190999985
2021.1288,48.03585815,0.325784087,9.698163033,2.186000109
2021.2812,53.38274384,0.354144692,7.668084145,2.183000088
2021.4336,58.15608597,0.365196586,6.15562439,2.184000015
2021.586,55.32740784,0.377612144,5.591227055,2.180999994
2021.7384,52.79045487,0.376297087,5.413837433,2.180000067
2021.8908,50.52492523,0.387456924,5.334133625,2.213999987
2022.0432,52.58632278,0.3412489,6.58329773,2.289000034
2022.1956,49.50339127,0.243819326,9.651269913,2.417999983
2022.348,46.99707031,0.137763634,14.47105885,2.559999943
2022.5004,42.26794052,0.079988457,28.47973061,2.632999897
2022.6528,42.39047241,0.086048715,20.04870606,2.595000029
2022.8052,45.25205994,0.133910254,6.868492127,2.453000069
2022.9576,49.60051346,0.206120282,5.193570614,2.309000015
2023.11,58.39151001,0.271738738,4.192322254,2.236999989
2023.2624,62.63327789,0.296445727,4.105676651,2.253999949
2023.4148,66.72672272,0.3169083,4.485020638,2.313999891
2023.5672,67.32236481,0.351719111,4.629608154,2.326999903
2023.7196,70.36790466,0.378269941,4.649488926,2.298000097
2023.872,76.36353302,0.38741979,4.635499954,2.296000004
2024.0244,73.13759613,0.35005945,4.635333538,2.321000099
2024.1768,67.25807953,0.347755194,4.541765213,2.312000036
2024.3292,58.77811432,0.336551726,4.415659428,2.246000052
2024.4816,55.07057571,0.337194622,4.662390232,2.197000027
2024.634,54.66468811,0.339686453,6.0184865,2.178999901
2024.7864,53.70992279,0.346305698,7.537674904,2.184000015
2024.9388,53.58143616,0.370820105,8.351273537,2.187000036
2025.0912,53.729702,0.359629989,8.87741375,2.184000015
2025.2436,56.01761246,0.357943565,9.454709053,2.16899991
2025.396,57.6807785,0.345553607,9.691696167,2.157000065
2025.5484,56.76847076,0.325566143,9.56579113,2.148999929
2025.7008,54.48088455,0.323028117,8.782986641,2.155999899
2025.8532,54.11707306,0.324252427,8.242357254,2.171999931
2026.0056,53.86052704,0.349364489,8.113692284,2.196000099
2026.158,55.88632584,0.340607643,8.389159203,2.209000111
2026.3104,57.42324829,0.355885506,10.46855736,2.207000017
2026.4628,58.1566658,0.355281353,16.04295921,2.196000099
2026.6152,54.81535721,0.368825942,22.14788628,2.187000036
2026.7676,51.08735275,0.35250774,29.41630745,2.184999943
2026.92,50.98403168,0.336367637,29.21074867,2.188999891
2027.0724,49.5790329,0.338836223,25.21336937,2.187000036
2027.2248,51.24071503,0.339052916,23.02348709,2.180999994
2027.3772,52.31604004,0.34552893,19.88084221,2.187000036
2027.5296,54.48659897,0.342114419,17.00361633,2.188999891
2027.682,55.57965088,0.324057818,15.49293232,2.194000006
2027.8344,56.17041779,0.320796549,13.55071449,2.187999964
2027.9868,55.80563736,0.317017406,8.355232239,2.191999912
2028.1392,56.85972977,0.336267591,5.518813133,2.200999975
2028.2916,56.62613678,0.324496001,4.804834366,2.201999903
2028.444,64.16625977,0.350909084,4.384011746,2.210000038
2028.5964,66.53375244,0.359774947,4.443538189,2.236000061
2028.7488,71.49160767,0.381324679,4.158768177,2.267999888
2028.9012,70.88128662,0.391485989,3.697774887,2.273999929
